DateTime,Volum_BG,"< 5,6m_BG",">= 5,6m_BG",Volum_BV,"< 5,6m_BV",">= 5,6m_BV",Volum_KO,"< 5,6m_KO",">= 5,6m_KO",Volum_SK,"< 5,6m_SK",">= 5,6m_SK"
1/31/2022 10:00,433,390,43,723,668,55,354,303,51,569,482,85
1/31/2022 11:00,481,444,37,822,753,69,395,334,61,637,517,120
1/31/2022 12:00,502,461,41,842,774,68,393,344,49,702,621,81
1/31/2022 13:00,595,545,50,960,902,58,478,406,72,781,686,89
1/31/2022 14:00,743,687,56,1019,965,52,546,476,70,783,703,80
1/31/2022 15:00,968,906,61,1366,1304,61,749,682,67,884,768,73
1/31/2022 16:00,1063,1008,54,1274,1159,52,721,667,54,779,718,50
1/31/2022 17:00,641,603,38,850,803,46,498,456,42,536,492,42
1/31/2022 18:00,461,436,25,713,670,41,360,321,39,480,454,26
1/31/2022 19:00,416,396,20,613,580,29,330,299,31,393,372,21
1/31/2022 20:00,360,338,22,541,521,20,264,239,25,355,335,20
1/31/2022 21:00,221,208,13,376,357,18,189,168,21,270,259,11
1/31/2022 22:00,185,171,14,260,251,9,149,137,12,195,194,1
1/31/2022 23:00,78,68,10,94,77,15,54,40,12,88,83,5
